President,Date,Proclamation Name,Link
George W. Bush,"May 13, 2005","Proclamation 7901 - Peace Officers Memorial Day and Police Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62185
George W. Bush,"May 13, 2005","Proclamation 7902 - National Defense Transportation Day and National Transportation Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62186
George W. Bush,"May 19, 2005","Proclamation 7903 - National Safe Boating Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62187
George W. Bush,"May 19, 2005","Proclamation 7904 - National Maritime Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62188
George W. Bush,"May 20, 2005","Proclamation 7905 - Prayer for Peace, Memorial Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62189
George W. Bush,"May 25, 2005","Proclamation 7906 - National Homeownership Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62190
George W. Bush,"June 1, 2005","Proclamation 7907 - Black Music Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62191
George W. Bush,"June 1, 2005","Proclamation 7908 - Great Outdoors Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62192
George W. Bush,"June 3, 2005","Proclamation 7909 - National Child's Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62193
George W. Bush,"June 10, 2005","Proclamation 7910 - Flag Day and National Flag Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62194
George W. Bush,"June 16, 2005","Proclamation 7911 - Father's Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62195
George W. Bush,"June 29, 2005","Proclamation 7912 - To Modify Duty-Free Treatment Under the Generalized System of Preferences and Certain Rules of Origin Under the North American Free Trade Agreement, and For Other Purposes",http://www.presidency.ucsb.edu/ws/index.php?pid=62196
George W. Bush,"July 15, 2005","Proclamation 7913 - Captive Nations Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62197
George W. Bush,"July 21, 2005","Proclamation 7914 - Parents'Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62198
George W. Bush,"July 26, 2005","Proclamation 7915 - Anniversary of the Americans with Disabilities Act, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62199
George W. Bush,"August 5, 2005",Proclamation 7916 - 40th Anniversary of the Voting Rights Act of 1965,http://www.presidency.ucsb.edu/ws/index.php?pid=62200
George W. Bush,"August 15, 2005","Proclamation 7917 - National Airborne Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62201
George W. Bush,"August 25, 2005","Proclamation 7918 - Women's Equality Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62202
George W. Bush,"August 29, 2005","Proclamation 7919 - National Ovarian Cancer Awareness Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62203
George W. Bush,"August 29, 2005","Proclamation 7920 - National Prostate Cancer Awareness Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62204
George W. Bush,"August 29, 2005","Proclamation 7921 - National Alcohol and Drug Addiction Recovery Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62205
George W. Bush,"September 4, 2005",Proclamation 7922 - Death of William H. Rehnquist,http://www.presidency.ucsb.edu/ws/index.php?pid=62206
George W. Bush,"September 4, 2005",Proclamation 7923 - Honoring the Memory of the Victims of Hurricane Katrina,http://www.presidency.ucsb.edu/ws/index.php?pid=62207
George W. Bush,"September 8, 2005","Proclamation 7924 - To Suspend Subchapter IV of Chapter 31 of Title 40, United States Code, Within a Limited Geographic Area in Response to the National Emergency Caused by Hurricane Katrina",http://www.presidency.ucsb.edu/ws/index.php?pid=62208
George W. Bush,"September 8, 2005",Proclamation 7925 - National Day of Prayer and Remembrance for the Victims of Hurricane Katrina,http://www.presidency.ucsb.edu/ws/index.php?pid=62209
George W. Bush,"September 9, 2005","Proclamation 7926 - Minority Enterprise Development Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62210
George W. Bush,"September 9, 2005","Proclamation 7927 - National Historically Black Colleges and Universities Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62211
George W. Bush,"September 9, 2005","Proclamation 7928 - National Days of Prayer and Remembrance, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62212
George W. Bush,"September 9, 2005","Proclamation 7929 - Patriot Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62213
George W. Bush,"September 16, 2005","Proclamation 7930 - National POW/MIA Recognition Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62214
George W. Bush,"September 16, 2005","Proclamation 7931 - National Hispanic Heritage Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62215
George W. Bush,"September 16, 2005","Proclamation 7932 - Constitution Day and Citizenship Day, Constitution Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62216
George W. Bush,"September 16, 2005","Proclamation 7933 - National Farm Safety and Health Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62217
George W. Bush,"September 16, 2005","Proclamation 7934 - Family Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62218
George W. Bush,"September 21, 2005","Proclamation 7935 - Gold Star Mother's Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62219
George W. Bush,"September 30, 2005","Proclamation 7936 - National Breast Cancer Awareness Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62220
George W. Bush,"September 30, 2005","Proclamation 7937 - National Disability Employment Awareness Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62221
George W. Bush,"September 30, 2005","Proclamation 7938 - National Domestic Violence Awareness Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62222
George W. Bush,"September 30, 2005","Proclamation 7939 - Child Health Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62223
George W. Bush,"October 6, 2005","Proclamation 7940 - German-American Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62224
George W. Bush,"October 7, 2005","Proclamation 7941 - Fire Prevention Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62225
George W. Bush,"October 7, 2005","Proclamation 7942 - National School Lunch Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62226
George W. Bush,"October 7, 2005","Proclamation 7943 - Leif Erikson Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62227
George W. Bush,"October 7, 2005","Proclamation 7944 - Columbus Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62228
George W. Bush,"October 7, 2005","Proclamation 7945 - General Pulaski Memorial Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62229
George W. Bush,"October 14, 2005","Proclamation 7946 - National Character Counts Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62274
George W. Bush,"October 14, 2005","Proclamation 7947 - National Employer Support of the Guard and Reserve Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62275
George W. Bush,"October 14, 2005","Proclamation 7948 - National Forest Products Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62276
George W. Bush,"October 14, 2005","Proclamation 7949 - White Cane Safety Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62277
George W. Bush,"October 20, 2005","Proclamation 7950 - United Nations Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62278
George W. Bush,"October 30, 2005",Proclamation 7951 - Death of Rosa Parks,http://www.presidency.ucsb.edu/ws/index.php?pid=62530
George W. Bush,"November 2, 2005","Proclamation 7952 - National Adoption Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62531
George W. Bush,"November 2, 2005","Proclamation 7953 - National Diabetes Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62532
George W. Bush,"November 2, 2005","Proclamation 7954 - National Hospice Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62533
George W. Bush,"November 2, 2005","Proclamation 7955 - Veterans Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62534
George W. Bush,"November 2, 2005","Proclamation 7956 - National American Indian Heritage Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62535
George W. Bush,"November 2, 2005","Proclamation 7957 - National Family Caregivers Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62536
George W. Bush,"November 3, 2005","Proclamation 7958 - National Alzheimer's Disease Awareness Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62537
George W. Bush,"November 3, 2005",Proclamation 7959 - Revoking Proclamation 7924,http://www.presidency.ucsb.edu/ws/index.php?pid=62538
George W. Bush,"November 9, 2005","Proclamation 7960 - World Freedom Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62539
George W. Bush,"November 15, 2005","Proclamation 7961 - National Farm-City Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62544
George W. Bush,"November 15, 2005","Proclamation 7962 - America Recycles Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62545
George W. Bush,"November 18, 2005","Proclamation 7963 - Thanksgiving Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62546
George W. Bush,"November 21, 2005","Proclamation 7964 - National Family Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62547
George W. Bush,"November 22, 2005","Proclamation 7965 - National Drunk and Drugged Driving Prevention Month, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=62548
George W. Bush,"November 28, 2005","Proclamation 7966 - National Pearl Harbor Remembrance Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=65256
George W. Bush,"December 1, 2005","Proclamation 7967 - World AIDS Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=65258
George W. Bush,"December 9, 2005","Proclamation 7968 - Human Rights Day, Bill of Rights Day, and Human Rights Week, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=65231
George W. Bush,"December 16, 2005","Proclamation 7969 - Wright Brothers Day, 2005",http://www.presidency.ucsb.edu/ws/index.php?pid=65230
George W. Bush,"December 22, 2005","Proclamation 7972 - National Mentoring Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65204
George W. Bush,"December 22, 2005",Proclamation 7971 - To Implement the United States-Morocco Free Trade Agreement,http://www.presidency.ucsb.edu/ws/index.php?pid=65205
George W. Bush,"December 22, 2005",Proclamation 7970 - To Take Certain Actions Under the African Growth and Opportunity Act,http://www.presidency.ucsb.edu/ws/index.php?pid=65206
George W. Bush,"January 13, 2006","Proclamation 7974 - Religious Freedom Day, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65100
George W. Bush,"January 13, 2006","Proclamation 7973 - Martin Luther King, Jr., Federal Holiday, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65101
George W. Bush,"January 20, 2006","Proclamation 7975 - National Sanctity of Human Life Day, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65098
George W. Bush,"January 27, 2006","Proclamation 7976 - National African American History Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65097
George W. Bush,"January 30, 2006","Proclamation 7977 - Fourth Anniversary of USA Freedom Corps, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65094
George W. Bush,"February 1, 2006","Proclamation 7978 - American Heart Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65095
George W. Bush,"February 3, 2006","Proclamation 7979 - National Consumer Protection Week, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65092
George W. Bush,"February 6, 2006",Proclamation 7980 - Death of Coretta Scott King,http://www.presidency.ucsb.edu/ws/index.php?pid=65102
George W. Bush,"February 22, 2006",Proclamation 7981 - To Modify Duty Free Treatment Under the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=65282
George W. Bush,"February 24, 2006","Proclamation 7983 - Irish-American Heritage Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65289
George W. Bush,"February 24, 2006","Proclamation 7982 - American Red Cross Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65291
George W. Bush,"February 27, 2006","Proclamation 7985 - Women's History Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65287
George W. Bush,"February 27, 2006",Proclamation 7984 - Establishment of the African Burial Ground National Monument,http://www.presidency.ucsb.edu/ws/index.php?pid=65294
George W. Bush,"February 28, 2006","Proclamation 7986 - Save Your Vision Week, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65288
George W. Bush,"February 28, 2006",Proclamation 7987 - To Implement the Dominican Republic-Central America- United States Free Trade Agreement,http://www.presidency.ucsb.edu/ws/index.php?pid=65290
George W. Bush,"March 10, 2006","Proclamation 7988 - National Poison Prevention Week, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65355
George W. Bush,"March 17, 2006","Proclamation 7989 - Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65413
George W. Bush,"March 23, 2006","Proclamation 7990 - Small Business Week, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=65414
George W. Bush,"March 24, 2006",Proclamation 7991 - To Implement Certain Provisions of the Dominican Republic-Central America-United States Free Trade Agreement With Respect to El Salvador,http://www.presidency.ucsb.edu/ws/index.php?pid=67061
George W. Bush,"March 29, 2006","Proclamation 7992 - Cancer Control Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=67057
George W. Bush,"March 29, 2006","Proclamation 7993 - National Child Abuse Prevention Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=67059
George W. Bush,"March 29, 2006","Proclamation 7994 - National Donate Life Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=67062
George W. Bush,"March 31, 2006",Proclamation 7996 - To Implement the Dominican Republic-Central America- United States Free Trade Agreement With Respect to Honduras and Nicaragua,http://www.presidency.ucsb.edu/ws/index.php?pid=68473
George W. Bush,"March 31, 2006","Proclamation 7995 - To Extend Nondiscriminatory Treatment (Normal Trade Relations Treatment) to the Products of Ukraine, and For Other Purposes",http://www.presidency.ucsb.edu/ws/index.php?pid=68471
George W. Bush,"April 6, 2006","Proclamation 7998 - National Former Prisoner of War Recognition Day, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=68472
George W. Bush,"April 6, 2006","Proclamation 7997 - Education and Sharing Day, U.S.A., 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=68470
George W. Bush,"April 7, 2006","Proclamation 8000 - National D.A.R.E. Day, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=71909
George W. Bush,"April 7, 2006","Proclamation 7999 - Pan American Day and Pan American Week, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=71911
George W. Bush,"April 13, 2006","Proclamation 8001 - Thomas Jefferson Day, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=71912
George W. Bush,"April 18, 2006","Proclamation 8002 - National Park Week, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=72421
George W. Bush,"April 20, 2006","Proclamation 8004 - National Volunteer Week, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=72422
George W. Bush,"April 20, 2006","Proclamation 8003 - National Physical Fitness and Sports Month, 2006",http://www.presidency.ucsb.edu/ws/index.php?pid=72423
