President,Date,Proclamation Name,Link
George Bush,"September 23, 1991","Proclamation 6339 - National School Lunch Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20016
George Bush,"September 27, 1991","Proclamation 6340 - National Domestic Violence Awareness Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20032
George Bush,"September 27, 1991","Proclamation 6341 - National Forest Products Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20033
George Bush,"September 27, 1991","Proclamation 6342 - Leif Erikson Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20034
George Bush,"September 28, 1991","Proclamation 6343 - To Implement an Accelerated Schedule of Duty Elimination Under the United States-Canada Free-Trade Agreement, to Make Technical and Conforming Changes to the Harmonized Tariff Schedule of the United States, and for Other Purposes",http://www.presidency.ucsb.edu/ws/index.php?pid=20037
George Bush,"October 1, 1991",Proclamation 6344 - White Cane Safety Day,http://www.presidency.ucsb.edu/ws/index.php?pid=20045
George Bush,"October 3, 1991","Proclamation 6345 - Veterans Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20058
George Bush,"October 3, 1991","Proclamation 6346 - German-American Day, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20060
George Bush,"October 4, 1991","Proclamation 6347 - National Radon Action Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20072
George Bush,"October 7, 1991","Proclamation 6348 - Child Health Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20074
George Bush,"October 7, 1991","Proclamation 6349 - National Firefighters Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20079
George Bush,"October 8, 1991","Proclamation 6350 - National Disability Employment Awareness Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20081
George Bush,"October 8, 1991","Proclamation 6351 - Mental Illness Awareness Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20082
George Bush,"October 9, 1991",Proclamation 6352 - Agreement on Trade Relations Between the United States of America and the Union of Soviet Socialist Republics,http://www.presidency.ucsb.edu/ws/index.php?pid=20086
George Bush,"October 9, 1991","Proclamation 6353 - Polish-American Heritage Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20088
George Bush,"October 10, 1991","Proclamation 6354 - Columbus Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20090
George Bush,"October 11, 1991","Proclamation 6355 - National Children's Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20095
George Bush,"October 11, 1991","Proclamation 6356 - World Food Day, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20098
George Bush,"October 15, 1991","Proclamation 6357 - National Law Enforcement Memorial Dedication Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20104
George Bush,"October 15, 1991","Proclamation 6358 - Country Music Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20105
George Bush,"October 17, 1991","Proclamation 6359 - Crime Prevention Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20114
George Bush,"October 18, 1991","Proclamation 6360 - National Consumers Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20118
George Bush,"October 21, 1991","Proclamation 6361 - National Down Syndrome Awareness Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20120
George Bush,"October 21, 1991","Proclamation 6362 - United Nations Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20121
George Bush,"October 23, 1991","Proclamation 6363 - Community Center Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20130
George Bush,"October 24, 1991","Proclamation 6364 - National Breast Cancer Awareness Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20136
George Bush,"October 25, 1991","Proclamation 6365 - National Red Ribbon Week for a Drug-Free America, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20140
George Bush,"October 25, 1991","Proclamation 6366 - World Population Awareness Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20141
George Bush,"October 28, 1991","Proclamation 6367 - Refugee Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20145
George Bush,"October 30, 1991","Proclamation 6368 - National American Indian Heritage Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20164
George Bush,"November 5, 1991","Proclamation 6369 - National Hospice Month, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20189
George Bush,"November 8, 1991","Proclamation 6370 - National Poison Prevention Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20201
George Bush,"November 12, 1991","Proclamation 6371 - National Women Veterans Recognition Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20209
George Bush,"November 12, 1991","Proclamation 6372 - National Alzheimer's Disease Month, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20210
George Bush,"November 12, 1991","Proclamation 6373 - Hire a Veteran Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20214
George Bush,"November 13, 1991","Proclamation 6374 - National Red Ribbon Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20217
George Bush,"November 14, 1991","Proclamation 6375 - Dutch-American Heritage Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20232
George Bush,"November 15, 1991","Proclamation 6376 - National Philanthropy Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20237
George Bush,"November 20, 1991","Proclamation 6377 - National Farm-City Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20252
George Bush,"November 20, 1991","Proclamation 6378 - National Family Week, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20253
George Bush,"November 22, 1991","Proclamation 6379 - National Military Families Recognition Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20263
George Bush,"November 25, 1991","Proclamation 6381 - National Accessible Housing Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20273
George Bush,"November 25, 1991","Proclamation 6382 - National Family Caregivers Week, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20274
George Bush,"November 25, 1991","Proclamation 6380 - Thanksgiving Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=72485
George Bush,"November 27, 1991","Proclamation 6383 - National Adoption Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20280
George Bush,"November 29, 1991","Proclamation 6386 - National Pearl Harbor Remembrance Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20285
George Bush,"December 2, 1991","Proclamation 6384 - Geography Awareness Week, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20287
George Bush,"December 2, 1991","Proclamation 6385 - National Home Care Week, 1991 and 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20288
George Bush,"December 3, 1991","Proclamation 6387 - Federal Civilian Employees Remembrance Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20292
George Bush,"December 4, 1991",Proclamation 6388 - To Amend the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=20296
George Bush,"December 5, 1991",Proclamation 6389 - To Amend the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=20306
George Bush,"December 9, 1991","Proclamation 6390 - Human Rights Day, Bill of Rights Day, and Human Rights Week, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20322
George Bush,"December 12, 1991","Proclamation 6391 - Wright Brothers Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20339
George Bush,"December 13, 1991","Proclamation 6392 - Bicentennial of the District of Columbia Month, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20347
George Bush,"December 13, 1991","Proclamation 6393 - Year of Clean Water, 1992, and Clean Water Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20348
George Bush,"December 16, 1991","Proclamation 6394 - Year of Thanksgiving for the Blessings of Liberty, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20353
George Bush,"December 17, 1991","Proclamation 6395 - Basketball Centennial Day, 1991",http://www.presidency.ucsb.edu/ws/index.php?pid=20366
George Bush,"December 20, 1991","Proclamation 6396 - National Law Enforcement Training Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20381
George Bush,"December 20, 1991","Proclamation 6397 - National Sanctity of Human Life Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20382
George Bush,"December 23, 1991","Proclamation 6398 - National Ellis Island Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=20385
George Bush,"January 10, 1992","Proclamation 6399 - Year of the Gulf of Mexico, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47327
George Bush,"January 16, 1992","Proclamation 6400 - Women's History Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47328
George Bush,"January 17, 1992","Proclamation 6401 - Martin Luther King, Jr., Federal Holiday, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47329
George Bush,"February 5, 1992",Proclamation 6402 - To Amend the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=47330
George Bush,"February 14, 1992","Proclamation 6403 - American Heart Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47331
George Bush,"February 14, 1992","Proclamation 6404 - National Visiting Nurse Associations Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47332
George Bush,"February 25, 1992","Proclamation 6405 - Save Your Vision Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47333
George Bush,"February 26, 1992","Proclamation 6406 - American Red Cross Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47334
George Bush,"March 2, 1992","Proclamation 6407 - Year of the American Indian, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47335
George Bush,"March 4, 1992","Proclamation 6408 - Irish-American Heritage Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47336
George Bush,"March 5, 1992","Proclamation 6409 - National Day of Prayer, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47337
George Bush,"March 10, 1992",Proclamation 6410 - Girl Scouts of the United States of America 80th Anniversary Day,http://www.presidency.ucsb.edu/ws/index.php?pid=47338
George Bush,"March 12, 1992",Proclamation 6411 - To Amend the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=47339
George Bush,"March 17, 1992","Proclamation 6412 - National Women in Agriculture Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47340
George Bush,"March 17, 1992",Proclamation 6413 - Extending United States Copyright Protections to the Works of the People's Republic of China,http://www.presidency.ucsb.edu/ws/index.php?pid=47341
George Bush,"March 18, 1992","Proclamation 6414 - National Public Safety Telecommunicators Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47342
George Bush,"March 20, 1992","Proclamation 6415 - National Safe Boating Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47343
George Bush,"March 23, 1992","Proclamation 6416 - Cancer Control Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47344
George Bush,"March 25, 1992","Proclamation 6417 - Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47345
George Bush,"April 8, 1992","Proclamation 6418 - National Volunteer Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47346
George Bush,"April 10, 1992",Proclamation 6419 - To Extend Nondiscriminatory Treatment (Most-Favored-Nation Treatment) to the Czech and Slovak Federal Republic and the Republic of Hungary,http://www.presidency.ucsb.edu/ws/index.php?pid=47347
George Bush,"April 13, 1992","Proclamation 6420 - National Recycling Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47348
George Bush,"April 14, 1992","Proclamation 6421 - Education and Sharing Day, U.S.A., 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47349
George Bush,"April 14, 1992","Proclamation 6422 - Pan American Day and Pan American Week, 1992 6422",http://www.presidency.ucsb.edu/ws/index.php?pid=47350
George Bush,"April 24, 1992","Proclamation 6423 - National Farm Safety Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47351
George Bush,"April 28, 1992","Proclamation 6424 - Loyalty Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47352
George Bush,"April 29, 1992",Proclamation 6425 - To Amend the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=47353
George Bush,"May 1, 1992","Proclamation 6426 - National Amyotrophic Lateral Sclerosis Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47354
George Bush,"May 1, 1992","Proclamation 6427 - Law and Order in the City and County of Los Angeles, and Other Districts of California",http://www.presidency.ucsb.edu/ws/index.php?pid=47355
George Bush,"May 1, 1992",Proclamation 6428 - To Implement Duty Reductions for Certain Products of Beneficiary Countries Under the Caribbean Basin Economic Recovery Expansion Act of 1990,http://www.presidency.ucsb.edu/ws/index.php?pid=47356
George Bush,"May 1, 1992","Proclamation 6429 - Law Day, U.S.A., 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47357
George Bush,"May 8, 1992","Proclamation 6430 - Mother's Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47358
George Bush,"May 8, 1992","Proclamation 6431 - Public Service Recognition Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47359
George Bush,"May 8, 1992","Proclamation 6432 - Infant Mortality Awareness Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47360
George Bush,"May 11, 1992","Proclamation 6433 - National Trauma Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47361
George Bush,"May 11, 1992","Proclamation 6434 - National Defense Transportation Day and National Transportation Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47362
George Bush,"May 12, 1992","Proclamation 6435 - Small Business Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47363
George Bush,"May 15, 1992","Proclamation 6436 - Bicentennial of the New York Stock Exchange, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47364
George Bush,"May 18, 1992","Proclamation 6437 - Older Americans Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47365
George Bush,"May 18, 1992","Proclamation 6438 - National Huntington's Disease Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47366
George Bush,"May 18, 1992","Proclamation 6439 - World Trade Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47367
George Bush,"May 19, 1992","Proclamation 6440 - National Maritime Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47368
George Bush,"May 20, 1992","Proclamation 6441 - National Foster Care Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47369
George Bush,"May 21, 1992","Proclamation 6442 - Prayer for Peace Memorial Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47370
George Bush,"June 4, 1992","Proclamation 6443 - Week for the National Observance of the 50th Anniversary of World War II, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47371
George Bush,"June 10, 1992","Proclamation 6444 - Flag Day and National Flag Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47372
George Bush,"June 15, 1992",Proclamation 6445 - Agreement on Trade Relations Between the United States of America and the Republic of Albania,http://www.presidency.ucsb.edu/ws/index.php?pid=47373
George Bush,"June 15, 1992",Proclamation 6446 - To Modify Duty-Free Treatment Under the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=47374
George Bush,"June 15, 1992",Proclamation 6447 - To Modify Duty-Free Treatment Under the Generalized System of Preferences and for Other Purposes,http://www.presidency.ucsb.edu/ws/index.php?pid=47375
George Bush,"June 17, 1992","Proclamation 6448 - Father's Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=23757
George Bush,"June 22, 1992",Proclamation 6449 - Agreement on Trade Relations Between the United States of America and the Republic of Romania,http://www.presidency.ucsb.edu/ws/index.php?pid=47376
George Bush,"June 23, 1992","Proclamation 6450 - Year of Reconciliation Between American Indians and Non-Indians, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47377
George Bush,"June 23, 1992","Proclamation 6451 - National Scleroderma Awarness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47378
George Bush,"June 30, 1992","Proclamation 6452 - National Spina Bifida Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47379
George Bush,"June 30, 1992","Proclamation 6453 - National Awareness Week for Lifesaving Techniques, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47380
George Bush,"July 1, 1992","Proclamation 6454 - National Literacy Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47381
George Bush,"July 2, 1992",Proclamation 6455 - To Implement the Andean Trade Preference Act and To Designate Colombia as a Beneficiary Country and for Other Purposes,http://www.presidency.ucsb.edu/ws/index.php?pid=47382
George Bush,"July 2, 1992",Proclamation 6456 - To Designate Bolivia as a Beneficiary Country for Purposes of the Andean Trade Preference Act,http://www.presidency.ucsb.edu/ws/index.php?pid=47383
George Bush,"July 14, 1992",Proclamation 6457 - Giant Sequoia in National Forests,http://www.presidency.ucsb.edu/ws/index.php?pid=47384
George Bush,"July 15, 1992","Proclamation 6458 - Captive Nations Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47385
George Bush,"July 20, 1992","Proclamation 6459 - Lyme Disease Awareness Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47386
George Bush,"July 21, 1992","Proclamation 6460 - Minority Enterprise Development Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47387
George Bush,"July 24, 1992","Proclamation 6461 - Buffalo Soldiers Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47388
George Bush,"July 28, 1992","Proclamation 6462 - Helsinki Human Rights Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47389
George Bush,"August 10, 1992","Proclamation 6463 - Women's Equality Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47390
George Bush,"August 12, 1992","Proclamation 6464 - 82nd Airborne Division 50th Anniversary Recognition Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47391
George Bush,"August 25, 1992",Proclamation 6465 - To Amend the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=47392
George Bush,"August 26, 1992","Proclamation 6466 - National D.A.R.E. Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47393
George Bush,"September 1, 1992","Proclamation 6467 - National Rehabilitation Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47394
George Bush,"September 2, 1992","Proclamation 6468 - National Hispanic Heritage Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47395
George Bush,"September 3, 1992","Proclamation 6469 - Childhood Cancer Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47396
George Bush,"September 4, 1992","Proclamation 6470 - National Consumers Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47397
George Bush,"September 12, 1992","Proclamation 6471 - Commodore John Barry Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47398
George Bush,"September 16, 1992","Proclamation 6472 - National Breast Cancer Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47399
George Bush,"September 16, 1992","Proclamation 6473 - Citizenship Day and Constitution Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47400
George Bush,"September 16, 1992","Proclamation 6474 - National POW/MIA Recognition Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47401
George Bush,"September 23, 1992","Proclamation 6475 - Gold Star Mother's Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47402
George Bush,"September 23, 1992","Proclamation 6476 - National Disability Employment Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47403
George Bush,"September 23, 1992","Proclamation 6477 - National Farm-City Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47404
George Bush,"September 26, 1992","Proclamation 6478 - Child Health Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47405
George Bush,"September 26, 1992","Proclamation 6479 - Leif Erikson Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47406
George Bush,"September 26, 1992","Proclamation 6480 - Fire Prevention Week , 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47407
George Bush,"September 26, 1992","Proclamation 6481 - White Cane Safety Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47408
George Bush,"October 1, 1992","Proclamation 6482 - Mental Illness Awareness Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47409
George Bush,"October 1, 1992","Proclamation 6483 - National School Lunch Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47410
George Bush,"October 1, 1992","Proclamation 6484 - Columbus Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47411
George Bush,"October 8, 1992","Proclamation 6485 - National Customer Service Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47412
George Bush,"October 8, 1992","Proclamation 6486 - General Pulaski Memorial Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47413
George Bush,"October 8, 1992","Proclamation 6487 - Veterans Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47414
George Bush,"October 9, 1992",Proclamation 6488 - In Celebration of the 200th Anniversary of the White House,http://www.presidency.ucsb.edu/ws/index.php?pid=47415
George Bush,"October 9, 1992","Proclamation 6489 - Energy Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47416
George Bush,"October 9, 1992","Proclamation 6490 - National Children's Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47417
George Bush,"October 14, 1992","Proclamation 6491 - To Suspend the Davis-Bacon Act of March 3, 1931, Within a Limited Geographic Area in Response to the National Emergency Caused by Hurricianes Andrew and Iniki",http://www.presidency.ucsb.edu/ws/index.php?pid=47418
George Bush,"October 14, 1992","Proclamation 6492 - National Occupational Therapy Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47419
George Bush,"October 15, 1992","Proclamation 6493 - Polish-American Heritage Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47420
George Bush,"October 16, 1992","Proclamation 6494 - Country Music Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47421
George Bush,"October 18, 1992","Proclamation 6495 - National Neurofibromatosis Awareness Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47422
George Bush,"October 20, 1992","Proclamation 6496 - National Forest Products Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47423
George Bush,"October 23, 1992","Proclamation 6497 - National Red Ribbon Week for a Drug-Free America, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47424
George Bush,"October 24, 1992","Proclamation 6498 - United Nations Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47425
George Bush,"October 29, 1992","Proclamation 6499 - Refugee Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47426
George Bush,"October 29, 1992","Proclamation 6500 - National Medical Staff Services Awareness Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47427
George Bush,"October 31, 1992","Proclamation 6501 - World Population Awareness Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47428
George Bush,"November 1, 1992","Proclamation 6502 - Hire a Veteran Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47429
George Bush,"November 4, 1992","Proclamation 6503 - National Women Veterans Recognition Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47430
George Bush,"November 6, 1992","Proclamation 6504 - SPAR Anniversary Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47431
George Bush,"November 9, 1992","Proclamation 6505 - National Military Families Recognition Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47432
George Bush,"November 10, 1992","Proclamation 6506 - Vietnam Veterans Memorial 10th Anniversity Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47433
George Bush,"November 10, 1992","Proclamation 6507 - National Adoption Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47434
George Bush,"November 20, 1992","Proclamation 6508 - Thanksgiving Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=72486
George Bush,"November 20, 1992","Proclamation 6509 - National Education First Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47435
George Bush,"November 23, 1992",Proclamation 6510 - To Modify Duty-Free Treatment Under the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=47436
George Bush,"November 25, 1992","Proclamation 6511 - National American Indian Heritage Month, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47437
George Bush,"December 2, 1992","Proclamation 6512 - Wright Brothers Day, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47438
George Bush,"December 8, 1992","Proclamation 6513 - Human Rights Day, Bill of Rights Day, and Human Rights Week, 1992",http://www.presidency.ucsb.edu/ws/index.php?pid=47439
George Bush,"December 9, 1992","Proclamation 6514 - Religious Freedom Day, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=47440
George Bush,"December 16, 1992","Proclamation 6515 - To Modify the Harmonized Tariff Schedule of the United States, To Extend Tariff Reductions on Certain Tropical Products, To Reduce Duties on Peach, Apricot, Raspberry, or Cherry Jams, and for Other Purposes",http://www.presidency.ucsb.edu/ws/index.php?pid=47441
George Bush,"December 21, 1992","Proclamation 6516 - Year of American Craft: A Celebration of the Creative Work of the Hand, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=47442
George Bush,"December 23, 1992","Proclamation 6520 - National Good Teen Day, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=364
George Bush,"December 23, 1992",Proclamation 6517 - To Amend the Generalized System of Preferences,http://www.presidency.ucsb.edu/ws/index.php?pid=47443
George Bush,"December 24, 1992",Proclamation 6518 - Grant of Executive Clemency,http://www.presidency.ucsb.edu/ws/index.php?pid=20265
George Bush,"December 30, 1992",Proclamation 6519 - To Implement Tariff Modifications on Certain Plywood Originating in the territory of Canada and for Other Purposes,http://www.presidency.ucsb.edu/ws/index.php?pid=367
George Bush,"January 4, 1993","Proclamation 6521 - National Sanctity of Human Life Day, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=359
George Bush,"January 5, 1993","Proclamation 6522 - Braille Literacy Week, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=362
George Bush,"January 5, 1993","Proclamation 6523 - National Law Enforcement Training Week, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=380
George Bush,"January 11, 1993","Proclamation 6524 - Martin Luther King, Jr., Federal Holiday, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=376
William J. Clinton,"January 20, 1993","Proclamation 6525 - National Day of Fellowship and Hope, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=62463
William J. Clinton,"January 24, 1993",Proclamation 6526 - Death of Thurgood Marshall,http://www.presidency.ucsb.edu/ws/index.php?pid=62409
William J. Clinton,"February 3, 1993","Proclamation 6527 - National Women and Girls in Sports Day, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=62410
William J. Clinton,"February 14, 1993","Proclamation 6528 - American Heart Month, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=62411
William J. Clinton,"February 18, 1993","Proclamation 6529 - National Visiting Nurse Associations Week, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=62412
William J. Clinton,"February 23, 1993","Proclamation 6530 - American Wine Appreciation Week, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=62464
William J. Clinton,"February 25, 1993","Proclamation 6531 - National FFA Organization Awareness Week, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=62413
William J. Clinton,"March 6, 1993","Proclamation 6532 - Save Your Vision Week, 1993",http://www.presidency.ucsb.edu/ws/index.php?pid=62414
